Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1087,160,RM,21.0,1974,Pave,,Reg,Lvl,AllPub,Inside,3,MeadowV,Norm,Norm,TwnhsE,2Story,4,5,1973,1973,Gable,CompShg,CemntBd,CmentBd,,0.0,0,0,CBlock,0,0,1.0,4.0,334,1.0,0,212,546,GasA,0,Y,SBrkr,546,546,0,1092,0,0,1,1,3,1,0,6,8,0,0,Attchd,1973.0,2.0,1,286,0,0,2,120,96,0,0,0,0,0,0,,0,5,2010,WD,Normal,11.33261388681514
1088,60,FV,85.0,10574,Pave,,Reg,Lvl,AllPub,Inside,3,Somerst,Norm,Norm,1Fam,2Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,0,0,PConc,0,0,2.0,1.0,0,1.0,0,1082,1082,GasA,0,Y,SBrkr,1082,871,0,1953,0,0,2,1,3,1,0,9,8,1,0,Attchd,2005.0,2.0,3,1043,0,0,2,160,50,0,0,0,0,0,0,,0,5,2009,WD,Normal,12.437188334739655
1089,160,RM,24.0,2522,Pave,,Reg,Lvl,AllPub,Inside,3,Edwards,Norm,Norm,Twnhs,2Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,50.0,0,0,PConc,0,0,1.0,1.0,0,1.0,0,970,970,GasA,0,Y,SBrkr,970,739,0,1709,0,0,2,0,3,1,0,7,4,0,0,Detchd,2004.0,1.0,2,380,0,0,2,0,40,0,0,0,0,0,0,,0,4,2006,WD,Normal,11.83138646878959
1090,120,FV,37.0,3316,Pave,Pave,IR1,Lvl,AllPub,Inside,3,Somerst,Norm,Norm,TwnhsE,1Story,8,5,2005,2005,Gable,CompShg,MetalSd,MetalSd,,0.0,0,0,PConc,0,0,1.0,6.0,1039,1.0,0,208,1247,GasA,0,Y,SBrkr,1247,0,0,1247,1,0,1,1,1,1,0,4,8,1,0,Attchd,2005.0,3.0,2,550,0,0,2,0,84,0,0,0,0,0,0,,0,4,2006,WD,Normal,12.190964083849376
1091,90,RL,60.0,8544,Pave,,Reg,Lvl,AllPub,Corner,3,NAmes,Norm,Norm,Duplex,1Story,3,4,1950,1950,Gable,CompShg,BrkFace,BrkFace,,0.0,0,0,Slab,0,0,None,None,0,None,0,0,0,Wall,0,N,FuseA,1040,0,0,1040,0,0,2,0,2,2,0,6,8,0,0,Detchd,1987.0,1.0,2,400,0,0,2,0,0,0,0,0,0,0,0,,0,6,2009,WD,Normal,11.439289689006644
1092,160,FV,24.0,2160,Pave,Pave,Reg,Lvl,AllPub,Inside,3,Somerst,Norm,Norm,Twnhs,2Story,7,5,1999,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,212.0,0,0,PConc,0,0,1.0,4.0,510,1.0,0,90,600,GasA,0,Y,SBrkr,624,628,0,1252,1,0,2,1,2,1,0,4,8,0,0,Detchd,1999.0,1.0,2,462,0,0,2,0,48,0,0,0,0,0,0,,0,3,2008,WD,Normal,11.982935344196433
1093,50,RL,60.0,8400,Pave,,Reg,Bnk,AllPub,Inside,3,SWISU,Norm,Norm,1Fam,1.5Fin,6,5,1925,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,0,0,PConc,0,0,1.0,3.0,423,1.0,0,758,1181,GasA,0,Y,SBrkr,1390,304,0,1694,0,0,2,0,4,1,0,7,8,1,0,Detchd,1925.0,1.0,2,576,0,0,2,342,0,128,0,0,0,0,0,,0,6,2008,WD,Normal,11.824087219587645
1094,20,RL,71.0,9230,Pave,,Reg,Lvl,AllPub,Corner,3,NAmes,Feedr,Norm,1Fam,1Story,5,8,1965,1998,Hip,CompShg,MetalSd,MetalSd,BrkFace,166.0,0,0,CBlock,0,0,2.0,6.0,661,1.0,0,203,864,GasA,0,Y,SBrkr,1200,0,0,1200,1,0,1,1,1,1,0,6,8,0,0,Detchd,1977.0,1.0,2,884,0,0,2,0,64,0,0,0,0,0,3,,0,10,2006,WD,Normal,11.891368749982083
1095,20,RL,74.0,5868,Pave,,Reg,Lvl,AllPub,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,7,1956,2000,Gable,CompShg,MetalSd,MetalSd,,0.0,0,0,CBlock,0,0,1.0,4.0,248,3.0,240,448,936,GasA,0,Y,SBrkr,936,0,0,936,1,0,1,0,2,1,0,4,8,0,0,Attchd,1956.0,3.0,1,308,0,0,2,0,0,80,0,160,0,0,0,,0,5,2010,WD,Normal,11.767575435251748
1096,20,RL,78.0,9317,Pave,,IR1,Lvl,AllPub,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,6,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,0,0,PConc,0,0,1.0,6.0,24,1.0,0,1290,1314,GasA,0,Y,SBrkr,1314,0,0,1314,0,0,2,0,3,1,0,6,8,1,0,Attchd,2006.0,2.0,2,440,0,0,2,0,22,0,0,0,0,0,0,,0,3,2007,WD,Normal,12.080696479888449
1097,70,RM,60.0,6882,Pave,,Reg,Lvl,AllPub,Inside,3,IDOTRR,Norm,Norm,1Fam,2Story,6,7,1914,2006,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,0,0,PConc,0,0,1.0,1.0,0,1.0,0,684,684,GasA,0,Y,SBrkr,773,582,0,1355,0,0,1,1,3,1,0,7,8,0,0,,0.0,None,0,0,0,0,2,136,0,115,0,0,0,0,0,,0,3,2007,WD,Normal,11.751950239425476
1098,120,RL,61.5,3696,Pave,,Reg,Lvl,AllPub,Inside,3,StoneBr,Norm,Norm,TwnhsE,1Story,8,5,1986,1986,Gable,CompShg,HdBoard,HdBoard,,0.0,0,0,CBlock,0,0,1.0,1.0,0,1.0,0,1074,1074,GasA,0,Y,SBrkr,1088,0,0,1088,0,0,1,1,2,1,0,5,8,0,0,Attchd,1987.0,2.0,2,461,0,0,2,0,74,137,0,0,0,0,0,,0,10,2007,WD,Normal,12.04355959836804
1099,50,RM,50.0,6000,Pave,,Reg,Lvl,AllPub,Inside,3,BrkSide,Norm,Norm,1Fam,1.5Fin,4,6,1936,1950,Gable,CompShg,MetalSd,MetalSd,,0.0,0,0,BrkTil,0,0,1.0,4.0,672,1.0,0,0,672,GasA,0,Y,SBrkr,757,567,0,1324,0,0,1,0,3,1,0,6,8,0,0,Detchd,1936.0,1.0,1,240,0,0,2,0,0,0,0,0,0,0,0,,0,7,2009,WD,Normal,11.759793355371237
1100,20,RL,82.0,11880,Pave,,IR1,Lvl,AllPub,Inside,3,NWAmes,RRAn,Norm,1Fam,1Story,7,5,1978,1978,Gable,CompShg,Plywood,Plywood,BrkFace,206.0,0,0,CBlock,0,0,1.0,5.0,704,1.0,0,567,1271,GasA,0,Y,SBrkr,1601,0,0,1601,0,0,2,0,3,1,0,7,8,1,0,Attchd,1978.0,2.0,2,478,0,0,2,0,0,0,0,0,0,0,0,,0,4,2009,COD,Abnorml,11.964007453736912
1101,30,RL,60.0,8400,Pave,,Reg,Bnk,AllPub,Inside,3,SWISU,Norm,Norm,1Fam,1Story,2,5,1920,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,0,0,CBlock,0,0,1.0,3.0,290,1.0,0,0,290,GasA,0,N,FuseF,438,0,0,438,0,0,1,0,1,1,0,3,8,0,0,Detchd,1930.0,1.0,1,246,0,0,0,0,0,0,0,0,0,0,0,,0,1,2009,WD,Normal,11.002116507732016
1102,20,RL,61.0,9758,Pave,,IR1,Lvl,AllPub,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,5,1971,1971,Gable,CompShg,HdBoard,MetalSd,,0.0,0,0,CBlock,0,0,1.0,4.0,412,2.0,287,251,950,GasA,0,Y,SBrkr,950,0,0,950,0,0,1,0,3,1,0,5,8,0,0,Detchd,1981.0,1.0,1,280,0,0,2,0,0,0,0,0,0,0,0,,0,7,2007,WD,Normal,11.691080018519528
1103,20,RL,70.0,7000,Pave,,Reg,Lvl,AllPub,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,7,1960,2002,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,45.0,0,0,CBlock,0,0,1.0,3.0,588,1.0,0,422,1010,GasA,0,Y,SBrkr,1134,0,0,1134,0,0,1,0,2,1,0,6,8,0,0,Attchd,1960.0,2.0,1,254,0,0,2,0,16,0,0,0,0,0,1,,0,4,2007,WD,Family,11.81303746480054
1104,20,RL,79.0,8910,Pave,,Reg,Lvl,AllPub,Corner,3,NAmes,Norm,Norm,1Fam,1Story,6,6,1959,1959,Hip,CompShg,BrkFace,BrkFace,,0.0,0,0,CBlock,0,0,2.0,5.0,655,1.0,0,0,655,GasA,0,Y,SBrkr,1194,0,0,1194,0,1,1,0,3,1,0,6,8,1,0,BuiltIn,1954.0,3.0,2,539,0,0,2,0,0,192,0,0,0,0,0,,0,7,2006,WD,Normal,11.979805470779858
1105,160,RM,24.0,2016,Pave,,Reg,Lvl,AllPub,Inside,3,BrDale,Norm,Norm,TwnhsE,2Story,5,5,1970,1970,Gable,CompShg,HdBoard,HdBoard,BrkFace,304.0,0,0,CBlock,0,0,1.0,1.0,0,1.0,0,630,630,GasA,0,Y,SBrkr,630,672,0,1302,0,0,2,1,3,1,0,6,8,0,0,Detchd,1970.0,1.0,2,440,0,0,2,0,0,0,0,0,0,0,0,,0,4,2007,WD,Normal,11.571203807011967
1106,60,RL,98.0,12256,Pave,,IR1,Lvl,AllPub,Corner,3,NoRidge,Norm,Norm,1Fam,2Story,8,5,1994,1995,Gable,CompShg,HdBoard,HdBoard,BrkFace,362.0,0,0,PConc,0,0,3.0,6.0,1032,1.0,0,431,1463,GasA,0,Y,SBrkr,1500,1122,0,2622,1,0,2,1,3,1,0,9,8,2,0,Attchd,1994.0,2.0,2,712,0,0,2,186,32,0,0,0,0,0,0,,0,4,2010,WD,Normal,12.691583538230216
1107,20,RL,114.0,10357,Pave,,IR1,Lvl,AllPub,Corner,3,SawyerW,Feedr,Norm,1Fam,1Story,7,5,1990,1991,Hip,CompShg,HdBoard,HdBoard,,0.0,0,0,PConc,0,0,2.0,6.0,738,1.0,0,172,910,GasA,0,Y,SBrkr,1442,0,0,1442,1,0,2,0,3,1,0,6,8,1,0,Attchd,1990.0,3.0,2,719,0,0,2,0,244,0,0,0,0,0,0,,0,5,2007,WD,Normal,12.100161978566868
1108,60,RL,168.0,23257,Pave,,IR3,HLS,AllPub,CulDSac,3,Gilbert,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,,0.0,0,0,PConc,0,0,1.0,1.0,0,1.0,0,868,868,GasA,0,Y,SBrkr,887,1134,0,2021,0,0,2,1,3,1,0,9,8,1,0,BuiltIn,2006.0,2.0,2,422,0,0,2,0,100,0,0,0,0,0,0,,0,9,2006,New,Partial,12.52352951631214
1109,60,RL,65.0,8063,Pave,,Reg,Lvl,AllPub,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,6,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,,0.0,0,0,PConc,0,0,1.0,1.0,0,1.0,0,924,924,GasA,0,Y,SBrkr,948,742,0,1690,0,0,2,1,3,1,0,7,8,1,0,Attchd,2000.0,2.0,2,463,0,0,2,100,48,0,0,0,0,0,0,,0,11,2007,WD,Abnorml,12.10625783509458
1110,20,RL,107.0,11362,Pave,,IR1,Lvl,AllPub,Inside,3,NridgHt,Norm,Norm,1Fam,1Story,8,5,2004,2005,Gable,CompShg,MetalSd,MetalSd,Stone,42.0,0,0,PConc,0,0,2.0,6.0,1039,1.0,0,797,1836,GasA,0,Y,SBrkr,1836,0,0,1836,1,0,2,0,3,1,0,7,8,1,0,Attchd,2004.0,3.0,3,862,0,0,2,125,185,0,0,0,0,0,0,,0,3,2009,WD,Normal,12.54254845357358
1111,60,RL,65.0,8000,Pave,,Reg,Lvl,AllPub,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,6,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,,0.0,0,0,PConc,0,0,1.0,6.0,219,1.0,0,554,773,GasA,0,Y,SBrkr,773,885,0,1658,1,0,2,1,3,1,0,8,8,1,0,Attchd,1995.0,3.0,2,431,0,0,2,224,84,0,0,0,0,0,0,,0,6,2008,WD,Normal,12.144202560946876
1112,60,RL,80.0,10480,Pave,,Reg,Lvl,AllPub,Inside,3,NWAmes,Norm,Norm,1Fam,2Story,7,6,1976,1976,Hip,CompShg,Plywood,Plywood,BrkFace,660.0,0,0,CBlock,0,0,1.0,5.0,403,1.0,0,400,803,GasA,0,Y,SBrkr,1098,866,0,1964,0,0,2,1,4,1,0,8,8,1,0,Attchd,1976.0,2.0,2,483,0,0,2,0,69,0,0,0,0,0,0,,0,9,2008,WD,Normal,12.230770136157428
1113,20,RL,73.0,7100,Pave,,IR1,Lvl,AllPub,Corner,3,NAmes,Norm,Norm,1Fam,1Story,5,7,1957,1957,Gable,CompShg,WdShing,Wd Shng,,0.0,0,0,CBlock,0,0,1.0,6.0,708,1.0,0,108,816,GasA,0,Y,FuseA,816,0,0,816,1,0,1,0,2,1,0,5,8,0,0,Detchd,1957.0,1.0,1,308,0,0,2,0,0,0,0,0,0,0,0,,0,7,2006,WD,Normal,11.774527900858468
1114,20,RL,66.0,8923,Pave,,Reg,Lvl,AllPub,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,7,1953,2006,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,0,0,CBlock,0,0,1.0,4.0,643,1.0,0,365,1008,GasA,0,Y,SBrkr,1008,0,0,1008,1,0,1,0,2,1,0,6,8,0,0,Attchd,1953.0,1.0,1,240,0,0,2,0,18,0,0,0,0,0,0,,0,5,2007,WD,Normal,11.80932691294063
1115,20,RL,90.0,5400,Pave,,Reg,Lvl,AllPub,Inside,3,OldTown,Norm,Norm,1Fam,1Story,5,7,1954,2000,Gable,CompShg,MetalSd,MetalSd,,0.0,0,0,CBlock,0,0,1.0,3.0,415,1.0,0,418,833,GasA,0,Y,SBrkr,833,0,0,833,0,0,1,0,2,1,0,4,8,0,0,Detchd,1955.0,1.0,1,326,0,0,2,0,0,0,0,0,0,0,3,,0,8,2006,WD,Normal,11.669937760751914
1116,20,RL,93.0,12085,Pave,,Reg,Lvl,AllPub,Inside,3,NridgHt,Norm,Norm,1Fam,1Story,8,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,328.0,0,0,PConc,0,0,1.0,6.0,1004,1.0,0,730,1734,GasA,0,Y,SBrkr,1734,0,0,1734,1,0,2,0,3,1,0,7,8,1,0,Attchd,2007.0,2.0,3,928,0,0,2,0,0,0,0,0,0,0,0,,0,11,2007,New,Partial,12.669809806411456
1117,80,RL,65.0,7750,Pave,,Reg,Lvl,AllPub,Inside,3,Gilbert,Norm,Norm,1Fam,SLvl,8,5,2002,2002,Hip,CompShg,VinylSd,VinylSd,,0.0,0,0,PConc,0,0,1.0,6.0,353,1.0,0,55,408,GasA,0,Y,SBrkr,779,640,0,1419,1,0,2,1,3,1,0,7,8,1,0,BuiltIn,2002.0,3.0,2,527,0,0,2,120,0,0,0,0,0,0,0,,0,3,2009,WD,Normal,12.123239799036943
1118,20,RL,57.0,9764,Pave,,IR1,Lvl,AllPub,FR2,3,Sawyer,Feedr,Norm,1Fam,1Story,5,7,1967,2003,Gable,CompShg,VinylSd,VinylSd,,0.0,0,0,CBlock,0,0,1.0,4.0,702,1.0,0,192,894,GasA,0,Y,SBrkr,894,0,0,894,1,0,1,0,3,1,0,5,8,0,0,Attchd,1967.0,2.0,2,450,0,0,2,0,0,0,0,0,0,0,0,,0,5,2008,WD,Normal,11.775297421715829
1119,80,RL,85.0,13825,Pave,,Reg,Lvl,AllPub,Inside,3,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1958,1987,Gable,CompShg,MetalSd,MetalSd,,0.0,0,0,CBlock,0,0,1.0,1.0,0,1.0,0,533,533,GasA,0,Y,SBrkr,1021,580,0,1601,0,1,1,0,3,1,0,6,6,0,0,BuiltIn,1958.0,2.0,1,300,0,0,2,280,34,0,0,0,0,0,0,,0,12,2008,WD,Normal,11.849404844423074
1120,20,RL,70.0,7560,Pave,,Reg,Lvl,AllPub,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Gable,CompShg,BrkFace,Wd Sdng,,0.0,0,0,CBlock,0,0,1.0,2.0,369,1.0,0,671,1040,GasA,0,Y,FuseA,1040,0,0,1040,0,0,1,0,3,1,0,6,8,0,0,Attchd,1959.0,2.0,1,286,0,0,2,140,0,252,0,0,0,0,2,,0,7,2006,WD,Normal,11.803361242493628
1121,30,RM,59.0,8263,Pave,,Reg,Bnk,AllPub,Inside,2,IDOTRR,Norm,Norm,1Fam,1Story,6,5,1920,1950,Gable,CompShg,BrkFace,BrkFace,,0.0,0,0,BrkTil,0,0,1.0,1.0,0,1.0,0,1012,1012,GasA,0,Y,FuseA,1012,0,0,1012,0,0,1,0,2,1,0,6,8,1,0,Detchd,1920.0,1.0,1,308,0,0,2,0,22,112,0,0,0,0,3,,0,5,2007,WD,Normal,11.68183244734232
1122,20,RL,84.0,10084,Pave,,Reg,Lvl,AllPub,Inside,3,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,196.0,0,0,PConc,0,0,3.0,6.0,24,1.0,0,1528,1552,GasA,0,Y,SBrkr,1552,0,0,1552,0,0,2,0,3,1,0,7,8,0,0,Attchd,2005.0,2.0,3,782,0,0,2,144,20,0,0,0,0,0,0,,0,7,2006,New,Partial,12.268582547911404
1123,20,RL,65.5,8926,Pave,,IR1,Lvl,AllPub,Corner,3,Edwards,Norm,Norm,1Fam,1Story,4,3,1956,1956,Gable,CompShg,AsbShng,AsbShng,,0.0,0,0,CBlock,0,0,1.0,1.0,0,1.0,0,672,672,GasA,0,Y,FuseA,960,0,0,960,0,0,1,0,3,1,0,5,8,0,0,Basment,1956.0,1.0,1,288,0,0,2,64,0,0,0,160,0,0,3,,0,10,2009,COD,Abnorml,11.6262630788088
1124,20,RL,50.0,9405,Pave,,Reg,Lvl,AllPub,Inside,3,Edwards,Norm,Norm,1Fam,1Story,5,9,1947,2008,Hip,CompShg,VinylSd,VinylSd,,0.0,0,0,CBlock,0,0,1.0,1.0,0,1.0,0,698,698,GasA,0,Y,SBrkr,698,0,0,698,0,1,1,0,2,1,0,4,8,0,0,,0.0,None,0,0,0,0,2,0,200,0,0,0,0,0,0,,0,6,2009,WD,Normal,11.678448377988165
1125,80,RL,65.0,9125,Pave,,IR1,Lvl,AllPub,Inside,3,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1992,1992,Gable,CompShg,HdBoard,HdBoard,BrkFace,170.0,0,0,PConc,0,0,1.0,1.0,0,1.0,0,384,384,GasA,0,Y,SBrkr,812,670,0,1482,0,0,2,1,3,1,0,7,8,1,0,Attchd,1992.0,3.0,2,392,0,0,2,100,25,0,0,0,0,0,0,,0,7,2007,WD,Normal,12.007017865994577
1126,20,RL,60.0,10434,Pave,,Reg,Lvl,AllPub,Inside,3,NAmes,Norm,Norm,1Fam,1Story,4,5,1955,1955,Gable,CompShg,Plywood,Plywood,,0.0,0,0,CBlock,0,0,1.0,1.0,0,1.0,0,1005,1005,GasA,0,Y,SBrkr,1005,0,0,1005,0,0,1,0,2,1,0,5,8,1,0,Detchd,1977.0,1.0,2,672,0,0,2,0,0,0,0,0,0,0,0,,0,11,2009,WD,Normal,11.652696102959752
1127,120,RL,53.0,3684,Pave,,Reg,Lvl,AllPub,Inside,3,Blmngtn,Norm,Norm,TwnhsE,1Story,7,5,2007,2007,Hip,CompShg,VinylSd,VinylSd,BrkFace,130.0,0,0,PConc,0,0,1.0,1.0,0,1.0,0,1373,1373,GasA,0,Y,SBrkr,1555,0,0,1555,0,0,2,0,2,1,0,7,8,1,0,Attchd,2007.0,3.0,3,660,0,0,2,143,20,0,0,0,0,0,0,,0,6,2009,WD,Normal,12.066816325306588
1128,20,RL,182.0,14572,Pave,,IR3,Lvl,AllPub,Corner,3,Gilbert,Norm,Norm,1Fam,1Story,7,5,2004,2004,Hip,CompShg,VinylSd,VinylSd,,0.0,0,0,PConc,0,0,3.0,6.0,1300,1.0,0,230,1530,GasA,0,Y,SBrkr,1530,0,0,1530,1,0,2,0,3,1,0,7,8,1,0,Attchd,2004.0,3.0,3,630,0,0,2,144,36,0,0,0,0,0,0,,0,11,2007,WD,Family,12.464587201678082
1129,60,RL,59.0,11796,Pave,,IR1,Lvl,AllPub,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,,0.0,0,0,PConc,0,0,3.0,1.0,0,1.0,0,847,847,GasA,0,Y,SBrkr,847,1112,0,1959,0,0,2,1,4,1,0,8,8,1,0,BuiltIn,2004.0,3.0,2,434,0,0,2,100,48,0,0,0,0,0,0,,0,7,2007,WD,Normal,12.278397958261774
1130,90,RM,60.0,7200,Pave,Grvl,Reg,Lvl,AllPub,Inside,3,OldTown,Norm,Norm,Duplex,SFoyer,5,5,1980,1980,Gable,CompShg,MetalSd,MetalSd,BrkFace,180.0,0,0,CBlock,0,0,4.0,6.0,936,1.0,0,0,936,GasA,0,Y,SBrkr,936,0,0,936,1,0,1,0,2,1,0,4,8,0,0,Detchd,1980.0,1.0,2,672,0,0,2,49,0,0,0,0,0,0,0,,0,8,2007,WD,Normal,11.849404844423074
1131,50,RL,65.0,7804,Pave,,Reg,Lvl,AllPub,Inside,3,SWISU,Norm,Norm,1Fam,1.5Fin,4,3,1928,1950,Gable,CompShg,WdShing,Plywood,,0.0,0,0,BrkTil,0,0,1.0,4.0,622,1.0,0,500,1122,GasA,0,Y,SBrkr,1328,653,0,1981,1,0,2,0,4,1,0,7,6,2,0,Detchd,1981.0,1.0,2,576,0,0,2,431,44,0,0,0,0,0,3,,0,12,2009,WD,Normal,11.81303746480054
1132,20,RL,63.0,10712,Pave,,Reg,Lvl,AllPub,Inside,3,Mitchel,Norm,Norm,1Fam,1Story,5,5,1991,1992,Gable,CompShg,HdBoard,HdBoard,,0.0,0,0,PConc,0,0,2.0,4.0,212,1.0,0,762,974,GasA,0,Y,SBrkr,974,0,0,974,0,0,1,0,3,1,0,5,8,0,0,,0.0,None,0,0,0,0,2,0,28,0,0,0,0,0,3,,0,9,2007,Oth,Abnorml,11.445727410406752
1133,70,RM,90.0,9900,Pave,,Reg,Lvl,AllPub,Inside,3,OldTown,Norm,Norm,1Fam,2Story,6,4,1880,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,0,0,BrkTil,0,0,2.0,1.0,0,1.0,0,1008,1008,GasW,0,Y,SBrkr,1178,1032,0,2210,0,0,2,0,5,1,0,8,8,0,0,Detchd,1930.0,1.0,1,205,0,0,0,0,48,0,0,0,0,0,0,,0,5,2007,WD,Normal,11.674202123168431
1134,60,RL,80.0,9828,Pave,,IR1,Lvl,AllPub,Inside,3,SawyerW,Norm,Norm,1Fam,2Story,8,5,1995,1995,Gable,CompShg,VinylSd,VinylSd,,0.0,0,0,PConc,0,0,1.0,6.0,584,1.0,0,544,1128,GasA,0,Y,SBrkr,1142,878,0,2020,0,0,2,1,3,1,0,8,8,1,0,Attchd,1995.0,2.0,2,466,0,0,2,0,155,0,0,0,0,0,0,,0,6,2009,WD,Normal,12.386312871189734
1135,60,RL,57.0,8773,Pave,,IR1,HLS,AllPub,Inside,3,Gilbert,Norm,Norm,1Fam,2Story,6,5,1997,1997,Gable,CompShg,VinylSd,VinylSd,,0.0,0,0,PConc,0,0,3.0,1.0,0,1.0,0,916,916,GasA,0,Y,SBrkr,916,684,0,1600,0,0,2,1,3,1,0,7,8,1,0,Attchd,1997.0,3.0,2,460,0,0,2,100,38,0,0,0,0,0,0,,0,8,2007,WD,Normal,12.037659911047468
1136,30,RM,60.0,6180,Pave,,Reg,Lvl,AllPub,Corner,3,BrkSide,Norm,Norm,1Fam,1Story,6,5,1926,1950,Gable,CompShg,Wd Sdng,Wd Sdng,,0.0,0,0,BrkTil,0,0,1.0,1.0,0,1.0,0,960,960,GasA,0,N,SBrkr,986,0,0,986,0,0,1,0,2,1,0,5,8,1,0,Detchd,1926.0,1.0,1,180,0,0,2,0,128,0,0,0,0,0,0,,0,5,2007,WD,Normal,11.53273789613992
1137,50,RL,80.0,9600,Pave,,Reg,Lvl,AllPub,Inside,3,NAmes,Norm,Norm,1Fam,1.5Fin,6,5,1950,1950,Gable,CompShg,VinylSd,VinylSd,,0.0,0,0,CBlock,0,0,1.0,4.0,280,1.0,0,752,1032,GasA,0,Y,FuseA,1032,220,0,1252,0,0,1,0,3,1,0,6,8,0,0,Attchd,1950.0,1.0,1,288,0,0,2,0,0,96,0,0,0,0,0,,0,4,2008,WD,Abnorml,11.686887175419702
1138,50,RL,54.0,6342,Pave,,Reg,Lvl,AllPub,Inside,3,Sawyer,Feedr,Norm,1Fam,1.5Fin,5,8,1875,1996,Gable,CompShg,VinylSd,VinylSd,,0.0,0,0,CBlock,0,0,1.0,1.0,0,1.0,0,780,780,GasA,0,N,SBrkr,780,240,0,1020,0,0,1,0,2,1,0,6,8,0,0,,0.0,None,0,0,0,0,0,0,0,176,0,0,0,0,0,,0,5,2010,WD,Normal,11.451060699493429
1139,20,RL,73.0,9819,Pave,,IR1,Lvl,AllPub,Inside,2,Mitchel,Norm,Norm,1Fam,1Story,6,5,1977,1977,Gable,CompShg,Plywood,ImStucc,,0.0,0,0,PConc,0,0,4.0,5.0,1567,1.0,0,0,1567,GasA,0,Y,SBrkr,1567,0,0,1567,1,0,2,0,2,1,0,5,8,2,0,Attchd,1977.0,2.0,2,714,0,0,2,264,32,0,0,0,0,0,0,,0,5,2009,WD,Normal,12.185875040240456
1140,30,RL,98.0,8731,Pave,,IR1,Lvl,AllPub,Inside,3,BrkSide,Norm,Norm,1Fam,1Story,5,5,1920,1950,Gable,CompShg,Stucco,Stucco,,0.0,0,0,BrkTil,0,0,1.0,4.0,645,1.0,0,270,915,GasA,0,Y,SBrkr,1167,0,0,1167,0,0,1,0,3,1,0,6,4,1,0,Detchd,1972.0,1.0,2,495,0,0,2,0,0,216,0,126,0,0,0,,0,5,2007,WD,Normal,11.87757552297847
1141,20,RL,60.0,7350,Pave,,Reg,Lvl,AllPub,Corner,3,NAmes,Norm,Norm,1Fam,1Story,5,7,1951,1951,Gable,CompShg,HdBoard,HdBoard,,0.0,0,0,CBlock,0,0,2.0,5.0,852,1.0,0,100,952,GasA,0,Y,SBrkr,952,0,0,952,1,0,1,0,2,1,0,4,8,0,0,Detchd,1988.0,1.0,2,840,0,0,2,0,0,0,0,0,0,0,0,,0,6,2008,COD,Abnorml,11.842236406331557
